,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
491,2018-05-04-a,2018-05-04-a_000062,Faustino Rómulo Peñaira,"Ya1 ndi4xi3 kan4 ndi4 ya1, xu'14un4 ndi4xi3=na2 tan42 i4yo2 <i>santu</i> ndi4 i4yo2 xu'14un4 ndi4xi3, a1be3, a1be3, ya1 kan4 ko4ndo3 ya1 nda14ku2 ku4ni2 ndo'4o1, ya1 nda4sa3 i3in3 ndo'4o1 ba42 ran4.","Ya1 ndi4xi3 kan4 ndi4 ya1, xu'14un4 ndi4xi3=na2 tan42 i4yo2 santu ndi4 i4yo2 xu'14un4 ndi4xi3, a1be3, a1be3, ya1 kan4 ko4ndo3 ya1 nda14ku2 ku4ni2 ndo'4o1, ya1 nda4sa3 i3in3 ndo'4o1 ba42 ran4.","La suerte que viste, es como los santos que visten billetes, sí, esa es la verdad que ustedes quieren saber, ustedes quieren saberlo todo, pues.","no puedes tomarlo con nosotros, yo mismo tomo y quiero tomarlo"", dijo el hombre.","Xa'1a4 suerte oro ba3 xa'1a4 suerte ndi4 ya1 kan4 ku4u4 xu'14un4 ba3, xu'14un4 oro ba3, xu'14un4 nda4a2 ka1 xu'14un4 nda4a2."
492,2018-05-04-a,2018-05-04-a_000063,Rey Castillo García,"Ya1 ku4ni2 ku3ni2=ndu1 ndi4, a1chi1 ndi4 kwa'1a4 tu'1un3 ba1xi3 yo'4o4 ndi4","Ya1 ku4ni2 ku3ni2=ndu1 ndi4, a1chi1 ndi4 kwa'1a4 tu'1un3 ba1xi3 yo'4o4 ndi4",Lo que queremos saber es que muchas de las palabras que vienen aquí,"Cuando te mueras yo pondré la leña de esa planta en el asiento de la olla y me llevaré agua, esa leña",ba'1a3 na4 nda3-ti'3bi3 nda3a2=na(1)=e1 tan3 ndi4 su14u(3)=a2 ba'1a3 bi4 tu3 ku4u4 tu3ku(3)=a2 ndi4 nda143 ni1i4 ku4u4 tu3ku(3)=a2 ndi4 nda143 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4ta4 ka4chi2=na1 a1chi1 ndi4
493,2018-05-04-a,2018-05-04-a_000064,Rey Castillo García,"tu'1un3 i4sa1bi4 ku4u4 ba(3)=e2 tan3 ka'4an2=e4=e2 tan3 ndi4, tan3 ndi4 ndi14sa3a4=na2 ji4ni2 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 ran4. Ya1 kan4 ku4ni2 ku3ni2=ndu1.","tu'1un3 i4sa1bi4 ku4u4 ba(3)=e2 tan3 ka'4an2=e4=e2 tan3 ndi4, tan3 ndi4 ndi14sa3a4=na2 ji4ni2 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 ran4. Ya1 kan4 ku4ni2 ku3ni2=ndu1.","aunque es mixteco y lo hablamos a diario, pero no todos saben lo que significa, pues. Por eso queremos saberlo.","para que nos haga el favor, porque vio una avispa llamada <i>yo3ko2 ndo'1o4</i>, así que fuimos a buscarla,",A1chi1 ndi4 su14u3 na1 yu4bi24 xa'4ni24 bi4 ta'3an2=yu1 ndi4 i3in3 nu14u(3)=a2 ba'1a3 sa4ka2 ti4 ba3 yu'1u1 tan3 ta1 kan4 ndi4 u1bi1 nu14u(3)=a2 ni1-ka'1an1=ra1 ji'4in(4)=2 ndi4
494,2018-05-04-a,2018-05-04-a_000065,Faustino Rómulo Peñaira,A1chi1 ndi4 na1 xi4to3 na1 kan4 ku4u4 na1 ji4ni2=na1 sa1a3 ka3chi2=na1 ji'4in(4)=a2 ran4. A1be3.,A1chi1 ndi4 na1 xi4to3 na1 kan4 ku4u4 na1 ji4ni2=na1 sa1a3 ka3chi2=na1 ji'4in(4)=a2 ran4. A1be3.,"Porque sólo los que realizan la consulta son los que saben lo que le van a decir, pues. Sí.","Y ahí se quedan solos, ahí hablan de manera desordenada, hablan de manera desordenada,","o4ra2 ku3ni2=na1 ndi4 ta1 ja1 kwa'1an1 ku4u(4)=2 ndi4 ta1 ku'1un1 ku4u4 yu'1u1 tan3 ku3u2=na1 yu'1u1 ya1 kan4 ba42 ndi4 na1 ku3u2 ku4u4 na1 yu4bi24, na1 ku3u2 ku4u4 na1 yu4bi24, na1 ku3u2 ku4u4 na1 yu4bi24, na1 ku3u2 ku4u4 na1 yu4bi24."
495,2018-05-04-a,2018-05-04-a_000066,Faustino Rómulo Peñaira,"An4 xi4to(3)=e4 xa'1a4=e2 tan3 ka'4an2=e4 ji'4in(4)=a3, ¿nda4a2 ba42 ni1-yu'14bi2=ra1 ran4?","An4 xi4to(3)=e4 xa'1a4=e2 tan3 ka'4an2=e4 ji'4in(4)=a3, ¿nda4a2 ba42 ni1-yu'14bi2=ra1 ran4?",Si estamos realizando la consulta le decimos: ¿Dónde se espantó la persona?,"Así que volteó a ver la casa, volteó a ver la casa y se fue.","yu'1u1 ku4u4 ta1 ta3ba4 kwe'1e1 ji'4in(4)=2 tan3 sa3kan4 ndi4 ndo4o13=na2 tan3 i3nga2 na1 yu4bi24 ndi4 na1 yu4bi24 sa3kan4 ku4u4 na1 yu4bi24, na1 yu4bi24 sa3kan4 ku4u4 na1 yu4bi24 sa3kan4 ku4u4 na1 yu4bi24 sa3kan4 ku4u4 na1 yu4bi24 sa3kan4 ku4u4 na1 yu4bi24 sa3kan4"
496,2018-05-04-a,2018-05-04-a_000067,Faustino Rómulo Peñaira,"Bi3tin3 ka'1an1 ndi4bi3 ka'1an1 ndi4chi2 ndo'4o1 ka'1an1 ndi4bi3 ta4ku1, nda4a2 ba42 ku3ni2[=yu1] nda4a2 ba42 ka4ndu'3u4 ki3ti4 ka4ndu'3u4 kwe'1e1 ndo'4o4 se'1e3 yu'1u1 sa1na1=yu1,","Bi3tin3 ka'1an1 ndi4bi3 ka'1an1 ndi4chi2 ndo'4o1 ka'1an1 ndi4bi3 ta4ku1, nda4a2 ba42 ku3ni2=yu1 nda4a2 ba42 ka4ndu'3u4 ki3ti4 ka4ndu'3u4 kwe'1e1 ndo'4o4 se'1e3 yu'1u1 sa1na1=yu1,","Ahora hablen de manera buena, de manera certera, hablen de manera buena de manera viva, dónde veré, dónde se envcuentra el animal, la enfermedad que aqueja a mi hijo, a mi cría,","Ahí se encuentran los gusanos abiertos, los gusanos abiertos, los frijoles abiertos,",Tan3 su14u3 nda1 nda4a2 ka1 na1 yu4bi24 ku4u4=na2 ndi4 na1 yu4bi24 ku4u4=na2 na1 ba'14a4 ndi4 kwa'1a4=ni4(2)=a2 ba'14a4 i4xa3=na3.
497,2018-05-04-a,2018-05-04-a_000068,Faustino Rómulo Peñaira,"an4 ta4ba4 ki3ti4 ta4ba4 kwe'1e1 be'3e3 xi1i4 ndo'1yo3 is1tan4 ndo'1yo3 xi1i4 yu3bi2 is1tan4 yu3bi2 ka4chi2=o4 ji'4in(4)=a3, an4 ndo'1yo3 kan4 ta4ba4 kwe'1e1 ran4,","an4 ta4ba4 ki3ti4 ta4ba4 kwe'1e1 be'3e3 xi1i4 ndo'1yo3 is1tan4 ndo'1yo3 xi1i4 yu3bi2 is1tan4 yu3bi2 ka4chi2=o4 ji'4in(4)=a3, an4 ndo'1yo3 kan4 ta4ba4 kwe'1e1 ran4,","si la afectación la hace el padre pantano, la abuela pantano,el abuelo arroyo, la abuela arroyo, le decimos, si el pantano es el que está afectando, pues,","ustedes son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos, son los más poderosos.","An4 ñu3u42 ka4chi2=na1 ji'4in(4)=2 an4 ñu3u42 ka4chi2=na1 ji'4in(4)=2 tan3 i3kan4 ka3chi2=yu1 ji'4in(4)=2 ndi4, ""I3in3 o4ra2 u1bi1 o4ra2 ki3xa2a2=yu1 ji'4in4 ti14in3 i3kan4 ku'1un(1)=i1 ran4""."
498,2018-05-04-a,2018-05-04-a_000069,Faustino Rómulo Peñaira,"tan3 i3kan4 ka'1an(1)=e1 ji'4in(4)=o4 ran4, nda4ka1tu'4un(4)=e4=e2 tan3 ka'4an(2)=e2 ji'4in(4)=o4,","tan3 i3kan4 ka'1an(1)=e1 ji'4in(4)=o4 ran4, nda4ka1tu'4un(4)=e4=e2 tan3 ka'4an(2)=e2 ji'4in(4)=o4,","y entonces la consulta nos contesta, pues, le preguntamos y nos dice,","""Si deseas hacer eso, hazle eso, los hombres que se dedican a acarrear toros,","tan3 bi3tin3 ku3ni2=yu1 ya1 ba'1a3 nda4tu'4un(4)=2 ya1 ba'1a3 nda4tu'4un(4)=2 ya1 ba'1a3 nda4tu'4un(4)=2 ya1 ba'1a3 nda4tu'4un(4)=2 ya1 ndi3xa3 ba'1a3 nda4tu'4un(4)=2 ya1 ba'1a3 nda4tu'4un(4)=2 tan3 bi3tin3 ku3ni2=yu1,"
499,2018-05-04-a,2018-05-04-a_000070,Faustino Rómulo Peñaira,"ndi4 ndo'1yo3 kan4 nda4-ka'1an1 xa'1a4=ra2, an4 ko3o3 ndi4 <i>ánima</i> yu3ku4 ka'4an2 xa'1a4=ra2,","ndi4 ndo'1yo3 kan4 nda4-ka'1an1 xa'1a4=ra2, an4 ko3o3 ndi4 ánima yu3ku4 ka'4an2 xa'1a4=ra2,","que es el pantano el que afecta o es el espíritu del cerro el que está afectando,","y luego le dicen, ""Ahora, a partir de ahora se van a hacer chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes, chismes"".",bi3tin3 ni1-ki3xa2a2=yu1 yo'4o4 ndi4 nda13-ti'3bi3 nda'3a4=2 nda13-ti'3bi3 nda3a2=yu1 nda13-ti'3bi3 yu'3u4=2 nda13-ti'3bi3 nda3a2=yu1 nda13-ti'3bi3 nda3a2=yu1 nda13-ti'3bi3 nda3a2=yu1 nda13-ti'3bi3 nda3a2=yu1 nda13-ti'3bi3 nda3a2=yu1 nda13-ti'3bi3 nda3a2=yu1
500,2018-05-04-a,2018-05-04-a_000071,Faustino Rómulo Peñaira,"an4 sa1bi4 yu3ku4 kan4 ta4ba4 ki3ti4 ta4ba4 kwe'1e1 ji'4in4=ra2 tan3 ya1 kan4 ba42 ka'4an2 ka4chi2...,",an4 sa1bi4 yu3ku4 kan4 ta4ba4 ki3ti4 ta4ba4 kwe'1e1 ji'4in4=ra2 tan3 ya1 kan4 ba42 ka'4an2,"o la lluvia del cerro es el que afecta, y eso es ...,","Cuando habla no quiere hablar, no quiere hablar, no quiere hablar, por eso habla.",i4ndu'3u4 i3na2=ra1 ñu'3u4 tan3 ni1-nda3a3=ra2 ja1ta4 yu1u4 ka4chi2=ra1 so'3o3 ndi4 nda'3a4 i3tun4 ti4in4=ra2 ka4chi2=ra1 tan3 ndi4
501,2018-05-04-a,2018-05-04-a_000072,Faustino Rómulo Peñaira,"tan3 ka'4an2=e4 tan3, tan3 ka4ba1 nda'3a4 tan3, tan3 ndu4-ku1ndu'4u4 tu3ku(3)=a2 ka'4an(2)=e2 i3kan4 ndi4 ya1 kan4 ku4u4 [ba(3)=e2]ba143 i4yo2 xi3yo(3)=a2 ndi4 <i>ánima</i> yu3ku4 ba42 ka4chi(2)=a2 ran4,","tan3 ka'4an2=e4 tan3, tan3 ka4ba1 nda'3a4 tan3, tan3 ndu4-ku1ndu'4u4 tu3ku(3)=a2 ka'4an(2)=e2 i3kan4 ndi4 ya1 kan4 ku4u4 ba(3)=e2ba143 i4yo2 xi3yo(3)=a2 ndi4 ánima yu3ku4 ba42 ka4chi(2)=a2 ran4,","y le hablamos y, seguimos girando la mano y, y nuevamente vuelve a decir que es eso o puede decir que es el espíritu del cerro, pues,","Dicen que esa persona que habla mal, que tiene su lengua muy fuerte, hace cosas malas, hace cosas malas.",Tan3 na4 kwa'1an(1)=e4 nda3ka1tu'4un(4)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e4 tan3 kwa'1an(1)=e
502,2018-05-04-a,2018-05-04-a_000073,Faustino Rómulo Peñaira,"a1be3, ya1 kan4 ko4ndo3 ya1 tu'1un3 i4sa1bi4 ka'4an(2)=e2, ka'4an(2)=e2 ku4ni2 ndo'4o1 ku3ni3=ndo4 ran4.","a1be3, ya1 kan4 ko4ndo3 ya1 tu'1un3 i4sa1bi4 ka'4an(2)=e2, ka'4an(2)=e2 ku4ni2 ndo'4o1 ku3ni3=ndo4 ran4.","sí, eso es lo que se dice en mixteco, lo que ustedes quieren saber, pues.","Estamos aquí y la otra casa, la casa frente a la casa le dicen <i>i3ta2 ndi3sa1bi4 nda14ku2</i>,","A1be3. Ya1 kan4 ba42 ka'4an2=na1 ji'4in(4)=a2 ran4, ya1 kan4 ba42 ka'4an2=na1 ji'4in(4)=a2 ran4, ka'4an2=na1 ji'4in(4)=a2 ran4, ka'4an2=na1 ji'4in(4)=a2 ran4, ka'4an2=na1 ji'4in(4)=a2 ran4."
503,2018-05-04-a,2018-05-04-a_000074,Rey Castillo García,"I3nga2 tu3ku(3)=a2, o4ra2 ka'4an2=on4 ndi13-ki'3in3 nda3a2 ndi13-ki'3in3 ndo3so4=na(2)=e2.","I3nga2 tu3ku(3)=a2, o4ra2 ka'4an2=on4 ndi13-ki'3in3 nda3a2 ndi13-ki'3in3 ndo3so4=na(2)=e2.","Otro, cuando dices: ndi13-ki'3in3 nda3a2 ndi13-ki'3in3 ndo3so4=na(2)=e2.","Todos esos espíritus me ayudaban, cuando me sentara a cuidar, cuando me sentara a cuidar,",ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4 ku1mi4
504,2018-05-04-a,2018-05-04-a_000075,Rey Castillo García,"Nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 ndi3-ki'3in3 nda3a2, ndi3-ki'3in3 nda3a2 ndi3-ki'3in3 ndo3so4 chi2.","Nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 ndi3-ki'3in3 nda3a2, ndi3-ki'3in3 nda3a2 ndi3-ki'3in3 ndo3so4 chi2.",Qué quiere deci: ndi3-ki'3in3 nda3a2 ndi3-ki'3in3 ndo3so4 chi2.,"y le cayó a la mano, a los pies, a la casa de la novia, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande, a la casa grande.","I3kan4 ja143 ka4chi2=ra1 ji'4in(4)=2 ndi4, ""Ja1 i4yo2 ba3 se'1e3=2 ndi4 ja1 ni1-ki'1in3=na2 be'3e3 ka3a2 ba3""."
505,2018-05-04-a,2018-05-04-a_000076,Faustino Rómulo Peñaira,Sa1a3 chi2.,Sa1a3 chi2.,¿Cómo?,"<i>so1ko1 yu3ku4</i>, <i>mi1ni32 so1ko1 yu3ku4</i>, <i>so1ko1 ndu3ta4</i>, esas son las avispas llamadas <i>yo1ko1 nu14u3 kwi4in2</i>,",An4 ki3ti4 ku3ndu'4u4=ri4 an4 kwe'1e1 ku3ndu'4u4=ri4 an4 kwe'1e1 ku3ndu'4u4=ri4 ndi4 kwe'1e1 tu3 ku4u4 ti4 kan4 ba3.
506,2018-05-04-a,2018-05-04-a_000077,Rey Castillo García,"Ndi3-ki3..., ndi13-ki'3in3 nda3a2 ndi13-ki'3in3 ndo3so4=na(2)=e2,","ndi13-ki'3in3 nda3a2 ndi13-ki'3in3 ndo3so4=na(2)=e2,","Ndi3-ki3..., ndi13-ki'3in3 nda3a2 ndi13-ki'3in3 ndo3so4=na(2)=e2,","No, no quiero ir con ustedes, no te vamos a pagar y te vamos a acompañar. No quiero ir.","Tan3 yo'4o4 ba1xi3=2 tan3 sa3kan4 ndi4 ndu3-ba'1a3 i3ni2=ndo4 ki3ti4 ndu3-ba'1a3 i3ni2=ndo4 kwe'1e1 ndu3-ba'1a3 i3ni2=ndo4 nda'3a4=ndo4,"
507,2018-05-04-a,2018-05-04-a_000078,Faustino Rómulo Peñaira,Sa1a3 ka4chi(2)=a2.,Sa1a3 ka4chi(2)=a2.,¿Cómo dice?,si llega antes de ocho y ya empieza a nueve días te va a decir algo.,"Ya1kan3, nda3-ya'1a3=e2 nu14u3 tu3tu2 sa4-kwa'3a3 tu3ku(3)=un4 ki1bi4=a2 ji'4in4 se'1e3 sa1na(1)=e1 ta1 na3ni4 Pedro."
508,2018-05-04-a,2018-05-04-a_000079,Rey Castillo García,"nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 kan4 chi2, a1chi1 ndi4 nda4ka1tu'4un(4)=un4 xa'1a4 ya1 yo1ko1 ran4, i3in3 yo1ko1 ni1-nda3-ñu'4u(4)=a2 tan3 an4 ta1 lu3u3 nda13-ki'3in3 nda3a2 nda13-ki'3in3 ndo3so4=ra(2)=e2 chi1.","nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 kan4 chi2, a1chi1 ndi4 nda4ka1tu'4un(4)=un4 xa'1a4 ya1 yo1ko1 ran4, i3in3 yo1ko1 ni1-nda3-ñu'4u(4)=a2 tan3 an4 ta1 lu3u3 nda13-ki'3in3 nda3a2 nda13-ki'3in3 ndo3so4=ra(2)=e2 chi1.","qué quiere decir eso, porque estás preguntando sobre una suerte, pues, algo que se perdió y si un niño lo recogió o tomó.","Las cangrejas son sus amigas, son sus amigas, son sus amigas, son sus amigas, son sus amigas, son sus amigas.","Nda'4yu(1)=a1 ndi4 ku'4u2 ji1ni4=ra2 ndi4, ""Na4 ku'1un1=ndo4=ra2 ji'4in(4)=an4 na4 ku'1un1=ndo4=ra2 ji'4in(4)=an4"", ka4chi2=yu1 so'3o3 ji'4in4=na2 ndi4, ""Ya14tin3=ni42 ku4u4=ra2"", ka4chi2=yu1 so'3o3 ji'4in4=na3."
509,2018-05-04-a,2018-05-04-a_000080,Faustino Rómulo Peñaira,"An3, a1be3, a1be3.","An3, a1be3, a1be3.","Ah, sí, sí.","si andamos en el monte y andamos en el monte, todo eso es una burla, dicen, y caen y se van.","""ta4ta2 ta3xi(3)=un4=a2 ba'1a3 yu'1u1 ndi4 nde3e4=ni42=yu1 ndo'4o(4)=2 nda'4bi2=ni42=yu1 ndi4 ta3xi(3)=un4=a2 yu3ba4=2 ko14o3 xu'14un(4)=2"", ""Ba'1a3 ba3""."
510,2018-05-04-a,2018-05-04-a_000081,Faustino Rómulo Peñaira,"A1be3, an4 ndi13-ki'3in3=na(2)=e2 ya1, an4 ndi3-ki'3in3=na2 ya1 ko4ndo3 ya1 nda13-ñu'4u4 ran4, tan42 ka4chi2 yo'4o1 xa'1a4 tun4 <i>pistola</i> kan4,","A1be3, an4 ndi13-ki'3in3=na(2)=e2 ya1, an4 ndi3-ki'3in3=na2 ya1 ko4ndo3 ya1 nda13-ñu'4u4 ran4, tan42 ka4chi2 yo'4o1 xa'1a4 tun4 pistola kan4,","Sí, si recogieron, si van a recoger algo que se perdió, pues, como dices acerca de esa pistola,","no quiero que me hagas ningún favor, quiero que me consigas a mi casa porque",tan3 ni1nu1 kan4 ndi4chi2 bote mi4i4 ba42 i4ndu'3u4 sa'3ba2 kan4 tan3 ke4e4 ba(3)=e2 kan4 mi4i4 ba42 i4ndu'3u4=a2 kan4 tan3
511,2018-05-04-a,2018-05-04-a_000082,Faustino Rómulo Peñaira,"an4 ndi13-ki'3in3 nda3a2 an4 ndi13-ki'3in3 ndo3so4=na(2)=e2, ya1 kan4 ba42, bi4..., tu'1un4 sa1bi4 ku4u4 sia14ta4 ndi4 ya1 bi4xi1 ka'4an2 ba42 ran4.","an4 ndi13-ki'3in3 nda3a2 an4 ndi13-ki'3in3 ndo3so4=na(2)=e2, ya1 kan4 ba42, tu'1un4 sa1bi4 ku4u4 sia14ta4 ndi4 ya1 bi4xi1 ka'4an2 ba42 ran4.","si la recogieron, eso es ..., es mixteco pero es difícil, pues.","lo llevé a su casa, quiere comerme, por eso me rescaté,","ya3ni2=o4 ti1na3na4 ku4u4=ri4 ku4ni2=ri4 ka3xi4=ri4 yu'1u1, i3in3 chi4chi3 ni1-ti3in3=ri4 yu'1u1 tan3 u1bi1 chi4chi3 ju13ta'3an2=yu1=ri4 i3chi4 kwa'1an1=yu1 tan3"
512,2018-05-04-a,2018-05-04-a_000083,Rey Castillo García,"A1be3 ya1 bi4xi1 ...,",A1be3 ya1 bi4xi1,"Sí, es difícil ...,","Tú el señor de la lluvia, tú el padre, la mamá del señor de la lluvia, la lluvia llena, la lluvia llena de caldo.","""ya3ni2 ndi4 ja1 i4yo2 ba'1a3 ndi4 ku1nu'1u(4)=un4 ndi4 ja1 i4yo2 ku4u4 ba(3)=e2 ndi4 ku'14un1=un4 nda3-ka3si2=un4 yu'1u1 ta1kwi42 ka1a3"", ka4chi2 mbu4rru2 so'3o3 ji'4in4=ra3."
513,2018-05-04-a,2018-05-04-a_000084,Faustino Rómulo Peñaira,Ya1 ña1a4 ba42 ba143 kwi4i4 ndi3-ki'3in3 ndo'4o1 ran4.,Ya1 ña1a4 ba42 ba143 kwi4i4 ndi3-ki'3in3 ndo'4o1 ran4.,"Eso es lo que ustedes no pueden entender, pues.","si se le quiebra la mano o si se le quiebra el pie, él se encarga de meterlo a la culata de los nervios.","""Ya1 kan4 ndi4 ku1nu'1u4 ba(3)=2 ndi4 ja1 ka'4an2=on4 ji'4in4 ya3ni2=o4 ndi4 ba143 ba'1a3 i4yo(2)=a2 ji'4in(4)=2 tan3 ndi3xa3 ku4u4 ba(3)=e2 ndi4"
514,2018-05-04-a,2018-05-04-a_000085,Rey Castillo García,"An4 ya1 ndi3-ki'3in3, an4 ya1 ndi3-ki'3in3=ra2 ba42 chi1, an4 ya1 ndi3-ki'3in3=ra2 an4 ya1 ku3ni2=ra1 an4 ya1 ko3to3=ra2 ndi3-ki'3in3=ra2 ndi3-ki'3in3 ndo3so4=ra(2)=e2 mi4i4 kwa'1an1=ra1.","An4 ya1 ndi3-ki'3in3, an4 ya1 ndi3-ki'3in3=ra2 ba42 chi1, an4 ya1 ndi3-ki'3in3=ra2 an4 ya1 ku3ni2=ra1 an4 ya1 ko3to3=ra2 ndi3-ki'3in3=ra2 ndi3-ki'3in3 ndo3so4=ra(2)=e2 mi4i4 kwa'1an1=ra1.","Si lo van a recoger, si lo van a recoger, si lo van a ver por el camino.","La gente que se fijó en ese sueño, la gente que se fijó en ese sueño, la gente que se fijó en ese sueño, la gente que se fijó en ese sueño, la gente que se fijó en ese sueño, esa es la llamada <i>yo1ko1 xu'14un4</i>.","I3kan4 ja143 ndi3xa3 ku4u4 ki3ni2 ndi4, ""Na4tu2 ndi3xa3 ku4u4 ba(3)=e2 ndi4 ka'3ni4=ndo4 yu'1u1 na4tu2 ku4-si1i4 i3ni2=ndo4 yu'1u1 na4tu2 ku4-si1i4 i3ni2=ndo4 yu'1u1 na4tu2 ku4-si1i4 i3ni2=ndo4 yu'1u1""."
515,2018-05-04-a,2018-05-04-a_000086,Faustino Rómulo Peñaira,Ya1 kan4 ba143 nda4-ki'3in3 ji1ni4=ndu(2)=a2 ran4.,Ya1 kan4 ba143 nda4-ki'3in3 ji1ni4=ndu(2)=a2 ran4.,"Por eso no lo entedemos, pues.","Así que el mal agüero se debe cumplir con lo que el espíritu pide. Pero si le hablamos a ese espíritu y no le hablamos a otro, pues.","An3, ya1 kan4 ku4u4 ku1mi4 tu1tu'4un4 be'3e3 tan3 ku1mi4 tu1tu'4un4 ye'14e(4)=o4, i3nga2 ka'4an2 tu3ku(3)=e4 ndi4"
516,2018-05-04-a,2018-05-04-a_000087,Rey Castillo García,"Ndi3-ki'3in3 nda3a2 kan4 ndi4 ya1 ...,",Ndi3-ki'3in3 nda3a2 kan4 ndi4 ya1,"Esa palabra es ...,","seis litros de sillas, en esta gran hora santa están cargando las luces <i>tu1ni1ko4 sa1na1 i1ñu1 yu3bi4 i1ñu1 ta3yu2</i>,",tan42 i4xa(3)=on4 sa3kan4 nda4ka1tu'4un4=ra2 yu'1u1 ndi4 ku4ni2=ra1 ku3ni2=yu1 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 nda4a(2)=e2 ku4ni2
517,2018-05-04-a,2018-05-04-a_000088,Faustino Rómulo Peñaira,"Nda4-ndu3ku4=ra(2)=e2 mi4i4 kwa'1an1=ra1 ran4, tan3 i4yo(2)=a2 ndi3-ki'3in3 nda3a2 i4yo(2)=a2 ndi3-ki'3in3 nda3..., tan3 ndi3-ki'3in3=ra(2)=e2 ka4chi(2)=a2, tan3 i3kan4 ba42 kan4,","Nda4-ndu3ku4=ra(2)=e2 mi4i4 kwa'1an1=ra1 ran4, tan3 i4yo(2)=a2 ndi3-ki'3in3 nda3a2 i4yo(2)=a2 ndi3-ki'3in3 tan3 ndi3-ki'3in3=ra(2)=e2 ka4chi(2)=a2, tan3 i3kan4 ba42 kan4,","Buscando la cosa por el camino, si lo van a recoger ..., si lo van a recoger, eso es,","A mí me pidió mi nombre, me vendió, me vendió, y esos espíritus llegaron a mi casa.",Tan3 i3nga2 tu3ku(3)=a2 ndi4 ka'4an2=ra1 ji'4in(4)=2 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4 ja1 nda13-ka'3an(4)=on4 ndi4
518,2018-05-04-a,2018-05-04-a_000089,Faustino Rómulo Peñaira,"ya1 ndi4-ki'3in3=ra2 kwa'1an1=ra1 nda4-ndu3ku4=ra2 ba42 ran4, ya1 kwa'1an1=ra1 nda3-ndu3ku4=ra2 ba42 mi4i4 kwa'1an1=ra1 ran4.","ya1 ndi4-ki'3in3=ra2 kwa'1an1=ra1 nda4-ndu3ku4=ra2 ba42 ran4, ya1 kwa'1an1=ra1 nda3-ndu3ku4=ra2 ba42 mi4i4 kwa'1an1=ra1 ran4.","significa que alguien lo busca y lo recoge, pues, lo va a buscar en alguna parte.","Santo Jerónimo, padre señor San Antonio muerto, San Antonio fuego, San Antonio Bautista, San Antonio rosa, rojo, San Antonio ku4mi3i4,","""na1 se'1e3=ndo4 ku4u4=na2 ta3yu2 ku4u4=na2 se'1e3=ndo4 ku4u4=na2 martill ku4u4=na2 se'1e3=ndo4 ku4u4=na2 ta3yu2 ku4u4=na3""."
