,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
1093,2018-05-05-a,2018-05-05-a_000114,Rey Castillo García,¿An4 ya1 ka1a3 ba42 ye'4e1 ta4xa2?,¿An4 ya1 ka1a3 ba42 ye'4e1 ta4xa2?,,I3in3 ñu3u42 ni1ka3ku3nda4a2nda4a2nda4a2nda4a2nda4a3nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4nda4,wondered if the object left or got to another house or another yard.
1094,2018-05-05-a,2018-05-05-a_000115,Faustino Rómulo Peñaira,"A1be3, ya1 ka1a3 ba42 kan4. Ko3to(3)=on4 ndi4 ye'4e1, nda13-ye'3e2 ti1xin3 be'3e3 ka4chi2[=yu1]ji'4in(4)=un4 tan3 ya1 ña1a4 ba42 nda4-ye'3e2, nda4-ye'3e2 ran4. A1be3.","A1be3, ya1 ka1a3 ba42 kan4. Ko3to(3)=on4 ndi4 ye'4e1, nda13-ye'3e2 ti1xin3 be'3e3 ka4chi2=yu1ji'4in(4)=un4 tan3 ya1 ña1a4 ba42 nda4-ye'3e2, nda4-ye'3e2 ran4. A1be3.","Sí, se refiere a este brillo, como ves alumbró todo el interior de la casa, a este brillo se refiere. Sí.",U1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1,": Because I don't understand this sentence well, it's mixed, but it's hard."
1095,2018-05-05-a,2018-05-05-a_000116,Rey Castillo García,A1chi1 ji14ni2=ndu1 nda4a(2)=e2 ku4ni2 ka3chi2 ya1 tu'1un3 ta4xa2 kan4.,A1chi1 ji14ni2=ndu1 nda4a(2)=e2 ku4ni2 ka3chi2 ya1 tu'1un3 ta4xa2 kan4.,,¿Qué es el nombre de la persona que ha sido enviada por el Señor? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada por el Señor? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada por el Señor? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada por el Señor? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada por el Señor? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada por el Señor? (cfr. a) ¿Cuál es el nombre de la persona que ha sido enviada por el Señor?,": But having this hand, it marks the answer, that's why they say"
1096,2018-05-05-a,2018-05-05-a_000117,Rey Castillo García,"Ya1 kan4 ji14ni2=ndu1 nda4a(2)=e2 ku4ni2 ka3chi2 tan3 sa3ba3=na2 ka'4an2 ndi4 ta4xa2 ndi4 <i>oro</i> ba42 ku4ni2 ka3chi(2)=a2 kan4 chi2, an4 su14u3 <i>oro</i> ku4ni2 ka3chi(2)=a2.","Ya1 kan4 ji14ni2=ndu1 nda4a(2)=e2 ku4ni2 ka3chi2 tan3 sa3ba3=na2 ka'4an2 ndi4 ta4xa2 ndi4 oro ba42 ku4ni2 ka3chi(2)=a2 kan4 chi2, an4 su14u3 oro ku4ni2 ka3chi(2)=a2.",,Las cuatro partes son: las cuatro partes son: las cuatro partes son: las cuatro partes son: las cuatro partes son: las cuatro partes son: las cuatro partes son: las cuatro partes son: las cuatro partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres partes son: las tres: las tres partes,": All those saints asking for your help, they ask us a lot of questions,"
1097,2018-05-05-a,2018-05-05-a_000118,Faustino Rómulo Peñaira,"<i>Eso sí pues</i>, ya1 kan4.","Eso sí pues, ya1 kan4.",Eso sí pues. No significa oro.,"En el caso de los ejemplos, el nombre de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos de los ejemplos",asked me where I got that friend from.
1098,2018-05-05-a,2018-05-05-a_000119,Rey Castillo García,Ya1 ye'4e1 la3tun4.,Ya1 ye'4e1 la3tun4.,,Ni1 ni3ta3 ba3 ti1o4 ba4la2 tan3 ni1 ni1 ke3e3=ri4 para 1an1=ri4 tan3 es4kun) 2) =a2 ba4li4 ja1ta4=ri4,": So I knew he was good at praying, he said there was a prayer..."
1099,2018-05-05-a,2018-05-05-a_000120,Faustino Rómulo Peñaira,"Su14u(3)=a2 kan4 ba43, ya1 ye'4e1, nda13-ye'3e2 ba43.","Su14u(3)=a2 kan4 ba43, ya1 ye'4e1, nda13-ye'3e2 ba43.","No es eso, es una luz brillante.","El nombre de la persona en la que se encuentran se encuentra en el punto de vista de la persona en la que se encuentran, y el nombre de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de vista de la persona en el punto de la persona en el punto de vista de la persona en el punto de la persona en el punto de la persona.",": If I'm going to cure I'm going as I am, when they call me I don't carry anything,"
1100,2018-05-05-a,2018-05-05-a_000121,Faustino Rómulo Peñaira,"Ya1 ye'4e1 la3tun4 ba42 ña1a4, ya1 nda13-ye'3e2 ka4chi2=ra1 nda13-ye'3e2 ba42 ña1a4 ndi4 bi3tin3 nda13-ye'3e2 bi3tin3 ka4chi2=ra1 ji'4in(4)=a2, nda13-ye'3e2 ba42 ña1a4.","Ya1 ye'4e1 la3tun4 ba42 ña1a4, ya1 nda13-ye'3e2 ka4chi2=ra1 nda13-ye'3e2 ba42 ña1a4 ndi4 bi3tin3 nda13-ye'3e2 bi3tin3 ka4chi2=ra1 ji'4in(4)=a2, nda13-ye'3e2 ba42 ña1a4.","Significa un brillo bonito, por eso dice, ahora brilló, es un brillo.",a4 mi4i4 a4 i3xa3 a3mar42=na(1)=e1 ji'4in4 video tu3 ba4 tan3 tan3 i4 i3kan4 ku3ni2=na1 ya1 ku4ndu3,": Well, yeah, she gave me my name, sold me, and those people came to my house."
1101,2018-05-05-a,2018-05-05-a_000122,Rey Castillo García,Ya1 yo'4o4 tu3ku3 tin3.,Ya1 yo'4o4 tu3ku3 tin3.,,T1T1T3T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4T4,", but since I came back about eight, I spoke to you about nine,"
1102,2018-05-05-a,2018-05-05-a_000123,Faustino Rómulo Peñaira,"Ko3to3 be'3e3 ko3to3 ke'3e2 chi1, ko3to3=ra2 be'3e3 tan3 ko3to3=ra2 ke'3e2, xi4to3=ra2 ke'3e2 tan3 kwa'1an1=ra1, ta1 xi4to3 ku4u4=ra2 kwa'1an1=ra1.","Ko3to3 be'3e3 ko3to3 ke'3e2 chi1, ko3to3=ra2 be'3e3 tan3 ko3to3=ra2 ke'3e2, xi4to3=ra2 ke'3e2 tan3 kwa'1an1=ra1, ta1 xi4to3 ku4u4=ra2 kwa'1an1=ra1.","Dice, veré dentro de la casa, veré en el pato, dice que el hace la consulta revisa en la casa y fuera de ella, está investigando en todas partes.",1o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,: They're gonna take it away so it comes back one day as part of a book.
1103,2018-05-05-a,2018-05-05-a_000124,Rey Castillo García,Ya1 yo'4o4 ndi4 ka4chi(2)=a2 ndi4 ...,Ya1 yo'4o4 ndi4 ka4chi(2)=a2 ndi4,,A1b3o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1,": ""The world is going to be ruined, that's what's going to happen if this rock rolls""."
1104,2018-05-05-a,2018-05-05-a_000125,Faustino Rómulo Peñaira,Ba'1a3=ni42 ndi13-kwi3so3=ndo4=a2 ma42!,Ba'1a3=ni42 ndi13-kwi3so3=ndo4=a2 ma42!,¡Lo grabaron muy bien!,"En el caso de las cuadrangulares, las cuadrangulares se encuentran entre las cuadrangulares y las cuadrangulares, las cuadrangulares se encuentran entre las cuadrangulares, las cuadrangulares y las cuadrangulares, las cuadrangulares, las cuadrangulares y las cuadrangulares, las cuadrangulares, las cuadrangulares y las cuadrangulares, las cuadrangulares, las cuadrangulares y las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares y las cuadrangulares.",": ""Leave it, you're gonna eat it but let it out so"
1105,2018-05-05-a,2018-05-05-a_000126,Rey Castillo García,"I3nga2 mi4i4 ni1-xi3to(3)=on4, ya1kan3, xa'1a4=ra2 na4 ko3o3=ra2 na'3a4 ka1=ra1 yu14bi4.","I3nga2 mi4i4 ni1-xi3to(3)=on4, ya1kan3, xa'1a4=ra2 na4 ko3o3=ra2 na'3a4 ka1=ra1 yu14bi4.",,¿Cuáles son las características de las piezas que se encuentran en las piezas de la pieza? ¿Cuáles son las características de las piezas de la pieza? ¿Cuáles son las características de las piezas de la pieza? ¿Cuáles son las características de las piezas de la pieza? ¿Cuáles son las características de las piezas de la pieza? ¿Cuáles son las características de las piezas de la pieza? ¿Cuáles son las características de las piezas de la pieza?,"'s son made a mistake, stole from a woman, and his dad said,"
1106,2018-05-05-a,2018-05-05-a_000127,Rey Castillo García,"Ya1 kan4, ya1 kan4 ja4-ya'1a(3)=e4 tin3.","Ya1 kan4, ya1 kan4 ja4-ya'1a(3)=e4 tin3.",,"Primero 1, ji4ni2 y y4o1 ñu3u42 sa3ba3 y1 ñu3u42 sa3ba3 ñu3u42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa3bu42 sa4bu42 sa1bu4 sa1bu4 sa4bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu4 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu5 sa3bu1 sa3bu5 sa3bu1 sa3bu1 sa3bu1 sa3bu1 sa3bu1 sa3bu1 sa3bu1 sa3bu",• • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • •
1107,2018-05-05-a,2018-05-05-a_000128,Faustino Rómulo Peñaira,"Ta1 Yoni, ta1 Yoni, ta1 Yoni. Ta1 Yoni ku4u4=ra2 tu4u(2)=i2 ran4.","Ta1 Yoni, ta1 Yoni, ta1 Yoni. Ta1 Yoni ku4u4=ra2 tu4u(2)=i2 ran4.","A Yoni, a Yoni, creo que es él.","En el caso de las cuadrangulares, las cuadrangulares se encuentran entre las cuadrangulares y las cuadrangulares de las cuadrangulares, las cuadrangulares se encuentran entre las cuadrangulares, las cuadrangulares y las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares, las cuadrangulares y las cuadrangulares.",", when they say that, they're talking to the indi1ka3bi4ko4."
1108,2018-05-05-a,2018-05-05-a_000129,Rey Castillo García,"Mm. Xi3to(2)=e2 ku4u4 ta1 ni1-xi3to(3)=on4 xa'1a4, ndi'13i3 tan3 ni1-xi3to(3)=on4 xa'1a4 Jonathan na4 ki3xi3 ka1=ra1.","Mm. Xi3to(2)=e2 ku4u4 ta1 ni1-xi3to(3)=on4 xa'1a4, ndi'13i3 tan3 ni1-xi3to(3)=on4 xa'1a4 Jonathan na4 ki3xi3 ka1=ra1.",,"I3kan4 ja1an1 ja1an1=ndu1 ja1ta4 ja3kwin4 tan33, ji'4in4 na1 Betu Jeronimo, Tasiu kan4 ja1an1 ja1an1=ndu1 tan3",: To know where the ritual is to be performed for the benefit of the sick.
1109,2018-05-05-a,2018-05-05-a_000130,Faustino Rómulo Peñaira,"An3, a1be3, a1be3.","An3, a1be3, a1be3.","Ah, sí, sí.",El 4 de mayo de 2014 el 4 de mayo de 2015 el 4 de mayo de 2015 el 4 de mayo de 2016 el 4 de mayo de 2016 el 4 de mayo de 2016 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de mayo de 2017 el 4 de,means if the word is going to go away.
1110,2018-05-05-a,2018-05-05-a_000131,Faustino Rómulo Peñaira,Ka'4nu3=ni42 ka1 ba(3)=e2 kan4.,Ka'4nu3=ni42 ka1 ba(3)=e2 kan4.,Esa consulta es más grande.,"No obstante, el número de personas que se encuentran en el centro de la ciudad es igual al número de personas que se encuentran en el centro de la ciudad, y el número de personas que se encuentran en el centro de la ciudad es igual al número de personas que se encuentran en el centro de la ciudad, y el número de personas que se encuentran en el centro de la ciudad es igual al número de personas que se encuentran en el centro de la ciudad.",": No, it's mixed but it's mixed with mixed from other places."
1111,2018-05-05-a,2018-05-05-a_000132,Rey Castillo García,"Mi4i4, mi4i4, ko3to(3)=on4 xa'1a4, ya1kan3, xa'1a4=ra2 na4 ka4a4 ko3o3 ka1=ra1 yu14bi4 ba42 yo'4o4, ta1 Constantino.","Mi4i4, mi4i4, ko3to(3)=on4 xa'1a4, ya1kan3, xa'1a4=ra2 na4 ka4a4 ko3o3 ka1=ra1 yu14bi4 ba42 yo'4o4, ta1 Constantino.",,"En el caso de los que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad es el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad.","to say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this"". And then you say, ""I'm going to do this""."
1112,2018-05-05-a,2018-05-05-a_000133,Rey Castillo García,"San Miguel San Felipe, ji'3na3 ta1 ka1a3 ba42 ka'4an2=on4 xa'1a4.","San Miguel San Felipe, ji'3na3 ta1 ka1a3 ba42 ka'4an2=on4 xa'1a4.",,T3n3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o T3n3o,": Yes, the consultation is done by hand, she's wondering by hand."
1113,2018-05-05-a,2018-05-05-a_000134,Faustino Rómulo Peñaira,"Ta1, ta1 <i>santu</i> ta1 xi4to3 ku4u4 ta1 ña1a4, na1 xi4to3, na1 <i>santu</i> xi4to(3)=2 ji'4in4 ku4u4 na1 ña1a4 ran4.","Ta1, ta1 santu ta1 xi4to3 ku4u4 ta1 ña1a4, na1 xi4to3, na1 santu xi4to(3)=2 ji'4in4 ku4u4 na1 ña1a4 ran4.","Esos santos son los que saben sacar la consulta, son los que me ayudan a hacer la consulta.","El 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de mayo de la misma fecha, el 4 de mayo de mayo de la",": Just scattered, say like you, your brother Stephen...."
1114,2018-05-05-a,2018-05-05-a_000135,Faustino Rómulo Peñaira,"Na1 ña1a4 ku4u4 na1, na1 ....","Na1 ña1a4 ku4u4 na1, na1",Eso son los ....,Ba3143 ta4xi3=ra2 o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o4o3o3o3o3o4o4o4o4o3o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,", we went armadillo hunting with Beto Jerónimo, with Anastacio and"
1115,2018-05-05-a,2018-05-05-a_000136,Faustino Rómulo Peñaira,"Na1 ñu1ka'4an4 ba3ta4 na1 ñu1ka'4an4 bi1xi1 ku1nda'1a3 bi3tin3 ku3-xi3yo3=na3, na1 ku1nda'1a3 na1 ku3-xi3yo3 ku4u4 na1 ña1a4.","Na1 ñu1ka'4an4 ba3ta4 na1 ñu1ka'4an4 bi1xi1 ku1nda'1a3 bi3tin3 ku3-xi3yo3=na3, na1 ku1nda'1a3 na1 ku3-xi3yo3 ku4u4 na1 ña1a4.","Los espíritus mentirosos, los espíritus falsos, ahora que se hagan a un lado, que se alejen.",El nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del nombre del,": That's where we can ask him in detail, that's why I'm telling you"
1116,2018-05-05-a,2018-05-05-a_000137,Rey Castillo García,"Mm. Na1 ba'1a3, sa3kan4 ndi4 kwi3i3 ku3ni(3)=un4 ya1 nda14ku2.","Mm. Na1 ba'1a3, sa3kan4 ndi4 kwi3i3 ku3ni(3)=un4 ya1 nda14ku2.",,A1ci1 es4ci1 es4ci1 es4ci3 es1ci4 es1ci4 es4ci4 es1ci4 es1ci2 es1ci3 es1ci3 es1ci2 es1ci4 es1ci4 es4ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es1ci4 es,": Ave Maria Santissima, Ave Maria Santissima, in this great holy hour"
1117,2018-05-05-a,2018-05-05-a_000138,Faustino Rómulo Peñaira,"Mm. Na1 ku1nda'1a3 na1 ku3-xi3yo3 ku4u4 na1 ña1a4, ku3ni(3)=o4 ya1 nda14ku2.","Mm. Na1 ku1nda'1a3 na1 ku3-xi3yo3 ku4u4 na1 ña1a4, ku3ni(3)=o4 ya1 nda14ku2.","Sí. Se les pide que se hagan a un lado, que se alejen para saber la verdad.",j4ni2 = o4ni2 = o4ni4 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni2 = o4ni4 = o4ni4 = o4ni2 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4ni4 = o4,"to heal the sick, placate us and all that, freely."
1118,2018-05-05-a,2018-05-05-a_000139,Faustino Rómulo Peñaira,"Ko1to1 ka'14an1 ba3ta4 ko1to1 ka'14an1 bi1xi1=na1 ko1to1 ka'14an1 i3ya4 ko1to1 ka'14an1 ta4si1=na1 ndi4 ko14o3 na1 ba3ta4 ko14o3 na1 bi1xi1 ko14o3 na1 ka'1an1 i3ya4 ka'1an1 ta4si1, ran4.","Ko1to1 ka'14an1 ba3ta4 ko1to1 ka'14an1 bi1xi1=na1 ko1to1 ka'14an1 i3ya4 ko1to1 ka'14an1 ta4si1=na1 ndi4 ko14o3 na1 ba3ta4 ko14o3 na1 bi1xi1 ko14o3 na1 ka'1an1 i3ya4 ka'1an1 ta4si1, ran4.","Que no digan mentiras, que no digan falsedades, que no hablen palabras agrias, que no digan palabras hechiceras.",1o1o1o1o1o1o1o4o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o2o1o1o1o1o1o1o1o1o1o1o1,. I met him in St. Louis and I brought him in. He says he wants a partner.
1119,2018-05-05-a,2018-05-05-a_000140,Faustino Rómulo Peñaira,"Na1 ka'1an1 ndi4bi3 na1 ka'1an1 ndi4chi2 ku4u4=na2, ran4.","Na1 ka'1an1 ndi4bi3 na1 ka'1an1 ndi4chi2 ku4u4=na2, ran4.","Deben decir palabras buenas, palabras certeras.","A1be3, a3ba3, a3ba3 ñu3u42 a3ba3 i3kin4 ka4chi2=na1 ji'4in(4)=a2 ja1a4a4a4a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a4a1a4a4a4a4a4a4a1a4a4a1a4a1a1a1a1a1a1a1a1a1a1a1a1a1a1a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a",": But he left me nothing physical to make me realize what he was leaving,"
1120,2018-05-05-a,2018-05-05-a_000141,Grabación original,"Ya1 yo'4o4 tin3, yo'4o4 ba1xi(3)=a3.","Ya1 yo'4o4 tin3, yo'4o4 ba1xi(3)=a3.","Ahora esto, aquí viene.",TAN3 Y1 Y1 Y4 O4 TIN3 Y4 Y1 Y1 Y1 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y3 Y,"soon feels better, rests and falls asleep."
