,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
262,2009-11-26-d,2009-11-26-d_000036,Constantino Teodoro Bautista,"tan3 i4-ndu'3u4=a2 nda'4bi2 kan4 ji4to(3)=a2 nu14u3=na2 ndi4, nu4na14 yu'3u4=ra4 tan3 xi'4i4 na1 kan4 nde4e4=na2,","tan3 i4-ndu'3u4=a2 nda'4bi2 kan4 ji4to(3)=a2 nu14u3=na2 ndi4, nu4na14 yu'3u4=ra4 tan3 xi'4i4 na1 kan4 nde4e4=na2,",El otro pobre hombre sólo miraba cómo abrían las dos cervezas para tomar.,"Así que mi mamá fue a la iglesia con mi hijo, lo amarré y me enseñó.","ku3ni2=o4 sa3kan4 ndi4 ku3ni2=o4 sa3kan4 ndi4 ka'1an(1)=e4 ji'4in4 ta'4an(4)=e4 tan3 ku3ni2=o4 sa1a3 ku4ni2=o4 ran4, ya1 kan4 ba42 ku4ni2=ndo4 ran4."
263,2009-11-26-d,2009-11-26-d_000037,Constantino Teodoro Bautista,"tan3 ta1, ku4ni2 ko'3o3 kan4 ndi4 ba143 xi4in4 ta1 kan4, ta3xi3=ra2=lu3 ko'3o(3)=a2 nda'4bi2 kan4 ndi4","tan3 ta1, ku4ni2 ko'3o3 kan4 ndi4 ba143 xi4in4 ta1 kan4, ta3xi3=ra2=lu3 ko'3o(3)=a2 nda'4bi2 kan4 ndi4","El hombre de la casa no quiso invitarle una cerveza al pobre hombre,","yo no ando acarreando agua, yo vivo en casa, los animales me comen y yo duermo,",Ya1 kan4 ka4chi2=ra1 ndi4 ka'4an2=ra1 ji'4in4 nda'3a4=ra2 ndi4 ka'4an2=ra1 ji'4in4 nda'3a4=ra2 ndi4 ka'4an2=ra1 ji'4in4 nda'3a4=ra2 ndi4 ka'4an2=ra1 ji'4in4 nda'3a4=ra2 ndi4 ka'4an2=ra1 ji'4in4 nda'3a4=ra2 ndi4
264,2009-11-26-d,2009-11-26-d_000038,Constantino Teodoro Bautista,"lu3u3 xi'4i4 mi3i4=na2 tan3 nde4e4 ba3=na2..., ndi'4i4 tu3ku(3)=a2 kan4 tan3 tu3ku3 ni3 ka'4an2 ta1 nda'4bi2 kum3pa4ri2=ra1 kan4 ji'4in4=ra2 ndi4",lu3u3 xi'4i4 mi3i4=na2 tan3 nde4e4 ndi'4i4 tu3ku(3)=a2 kan4 tan3 tu3ku3 ni3 ka'4an2 ta1 nda'4bi2 kum3pa4ri2=ra1 kan4 ji'4in4=ra2 ndi4,"sólo ellos estaban tomando. Cuando terminaron esa cerveza nuevamente el pobre hombre que era su compadre le volvió a decir,","Esta música ya pasó por aquí, ustedes han de hablar de manera individual, han de hablar de manera viva, esta música ya tiene repetidos.","I3kan4 tu3ku3 i3nga2 tu3ku3 ya1 ku4ni2=ndu1 nda3ka1tu'4un4 tu3ku(3)=e4 ndi4 o4ra2 ka'4an2=on4 ndi4 santu yo'4o4 ba1xi(3)=un4 a1su3 ta'4bi4 sa3ba3 xi1i(4)=un4 ba1xi(3)=un4 santu, ¿nda4a(2)=e2 ku4ni2 ka3chi(2)=a2 kan4 cho4?"
265,2009-11-26-d,2009-11-26-d_000039,Constantino Teodoro Bautista,"sa4-ni'1i4 ta'3an2=on4 i3nda14=e2 ko'3o(3)=2 ji'4in(4)=un4, na14ni(2)=a2 ko'3o(3)=2 ndi4 ta1 xi'4i4 ku4u4 mi3i4 ba(3)=2","sa4-ni'1i4 ta'3an2=on4 i3nda14=e2 ko'3o(3)=2 ji'4in(4)=un4, na14ni(2)=a2 ko'3o(3)=2 ndi4 ta1 xi'4i4 ku4u4 mi3i4 ba(3)=2","""Regálame una cerveza"". ""No alcanza para tí, yo también estoy tomando"", contestó el hombre.","Cuando hablan con los espíritus llamados <i>ndi3ka2bi4ko4</i>, pues, y hablan con los espíritus llamados <i>ndi3ka2bi4ko4</i>, y hablan con los espíritus llamados <i>ndi3ka2bi4ko4</i> que hablan con los espíritus llamados <i>ndi3ka2bi4ko4</i> que hablan con los espíritus llamados <i>ma1xi1kwi4lu3</i>.","ja1 ndu4-ba'1a3 ba'1a3 i3ni2=na1 ran4, i3kan4 tan3 kwa'1an1=na1 ji'4in4=na2 kwa'1an1=na1 ji'4in4=na2 tan3 sa3ña4=na(2)=e2 tan3 ndu4-ba'1a3 i3ni2=na1 tan42 i4yo2 kwe'1e1 ba'1a3 i4yo(2)=a2,"
266,2009-11-26-d,2009-11-26-d_000040,Constantino Teodoro Bautista,"ba'1a3 na4 sa3kan4, tan3 i4-ndu'3u4 ba3 ta1 nda'4bi2","ba'1a3 na4 sa3kan4, tan3 i4-ndu'3u4 ba3 ta1 nda'4bi2","""Está bien"", contestó el pobre hombre y siguió ahí sentado.","Ahora, lo que Jonathan quiere que nos platiques, cuéntanos hasta los días de antes, porque no conoces días, días en que no conoces nada.","ka'1an1=ra1 ji'4in(4)=o4 ran4, ka'1an1=ra1 ji'4in(4)=o4 ran4, ka'1an1=ra1 ji'4in(4)=o4 ran4, ka'1an1=ra1 ji'4in(4)=o4 ran4, ka'1an1=ra1 ji'4in(4)=o4 ran4, ka'1an1=ra1 ji'4in(4)=o4 ran4, ya1 ku4ni2=o4 ku3ni2=o4 ran4,"
267,2009-11-26-d,2009-11-26-d_000041,Constantino Teodoro Bautista,"tu3ku3 ni3 ka'4an2 ta1 ji'4in4 be'3e3 kan4 ji'4in4 ta1 xi4ka3 nde'14e4 kan4, chi3-ku3na(4)=on4 yu'3u4=a2 na4 ko'3o3 tu3ku3 yo4o4","tu3ku3 ni3 ka'4an2 ta1 ji'4in4 be'3e3 kan4 ji'4in4 ta1 xi4ka3 nde'14e4 kan4, chi3-ku3na(4)=on4 yu'3u4=a2 na4 ko'3o3 tu3ku3 yo4o4","Nuevamente el hombre de la casa le dijo a su acompañante, ""Abre otra, vamos a tomar"".","poco a poco lo colocó sobre la espalda y se fue corriendo hacia el barranco, había un árbol y","A1be3, ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e2 tan3 ka'3nda2=e4=e"
268,2009-11-26-d,2009-11-26-d_000042,Constantino Teodoro Bautista,"tan3 sa1a3=e2 nu1na4 yu'3u4, u1bi1 ba(3)=e2 nu1na4 yu'3u4","tan3 sa1a3=e2 nu1na4 yu'3u4, u1bi1 ba(3)=e2 nu1na4 yu'3u4","""¿Cuántas vamos a abrir?"", preguntó el hombre. ""Sólo dos"", contestó el hombre de la casa.","te voy a llevar a tu casa porque me dijiste que querías comer, que querías comer,",Ya1 kan4 ba42 ka'4an2 ya1 ka'4an2=na1 ji'4in(4)=a2 kan4 ndi4 an4 ta1 ku3u2 ku4u4 ta1 kan4 an4 ta1 ku3u2 ku4u4 ta1 ka'4an2=na1 ji'4in(4)=a2 kan4 ndi4 ya1 kan4 ba42 ka'4an2=na1 ji'4in(4)=a2 kan4.
269,2009-11-26-d,2009-11-26-d_000043,Constantino Teodoro Bautista,"ba'1a3 na4tu2 sa3kan4, tu3ku3 ni3 ka'4an2 ta1, ta1 ku4ni2 ko'3o3 kan4 ndi4 na4 sa4-ni'1i4 ta1 kan4 i3nga(2)=e2 ko'3o3 ta'3an2=ra1 ji'4in4 ta1 ña1a4...","ba'1a3 na4tu2 sa3kan4, tu3ku3 ni3 ka'4an2 ta1, ta1 ku4ni2 ko'3o3 kan4 ndi4 na4 sa4-ni'1i4 ta1 kan4 i3nga(2)=e2 ko'3o3 ta'3an2=ra1 ji'4in4 ta1","""Está bien"", contestó el hombre. Nuevamente el otro hombre le dijo que le regalaran una cerveza.","""Así pasa, pues, quieres venir acá pero no quieres venir, así que hay dos opciones, quieres venir y","Tan3 i4yo2 ka1=e4 nda4tu'4un(4)=e4 tan3 bi3tin3 sa3kan4 ndi4 ku3ni2=yu1 ndi4, ya1kan3, na4tu2 nda13-kwi3in3 i3ni2=un4 nda13-kwi3in3 i3ni2=un4 ndi4 na1 ku3u2 ku4u4 ba(3)=e3."
270,2009-11-26-d,2009-11-26-d_000044,Constantino Teodoro Bautista,ko14o(3)=a2 ndi4 na14ni(2)=a2 ndi4 ta1 xi'4i4 ku4u4 mi3i4 ba(3)=2 i4-ndu'3u4=2,ko14o(3)=a2 ndi4 na14ni(2)=a2 ndi4 ta1 xi'4i4 ku4u4 mi3i4 ba(3)=2 i4-ndu'3u4=2,"""No hay, no alcanza, sólo estamos tomando nosotros"".","Híjole, sí, sí, sí, ya viene, así que ahora vamos a preguntar si alguien va a salir,","A1be3, nda'3a4 ba42 nda4-kwi3in(3)=a2 ran4, tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 tan42 i3in3 nda'3a4 ba42 nda4-kwi3in(3)=o"
271,2009-11-26-d,2009-11-26-d_000045,Constantino Teodoro Bautista,an4 nda14-ka'3an4 tu3 yo'4o1 ndi4 ki1bi4 xi'4i(4)=un4 ndi4 i3in(3)=a2 sa4ta2(4)=on4 tan3 xi'4i4 mi3i4 ba(3)=on4,an4 nda14-ka'3an4 tu3 yo'4o1 ndi4 ki1bi4 xi'4i(4)=un4 ndi4 i3in(3)=a2 sa4ta2(4)=on4 tan3 xi'4i4 mi3i4 ba(3)=on4,"""No recuerdas que cuando tomas sólo compras para tí"".","Ahí donde iba caminando, por el camino donde iba caminando, ahí donde iba a sacar la mano para llevarla, esa es la lengua mixteca.","""Na4 ku'1un1=yu1 mi4i4 ka'4an2=na1 ji'4in4 ko4ndo3 pila tan3 i3kan4 ku'1un1=yu1 ku3chi3=2 tan3 i3kan4 ta3se'4e2=yu1=ya1 tan3 ku'1un(1)=un4 ndu3ku(4)=un4=a3""."
272,2009-11-26-d,2009-11-26-d_000046,Constantino Teodoro Bautista,"ko14o3 na1 xi'4i4 ji'4in(4)=un4 ndi4 xi'4i4 mi3i4 ba(3)=on4, ka4chi2=ra1 ji'4in(4)=a2 ki'4bi3 ku4ni2, xi4kan1 ko'3o3 kan4","ko14o3 na1 xi'4i4 ji'4in(4)=un4 ndi4 xi'4i4 mi3i4 ba(3)=on4, ka4chi2=ra1 ji'4in(4)=a2 ki'4bi3 ku4ni2, xi4kan1 ko'3o3 kan4","""No invitas a nadie, sólo compras para tí"", le dijo al hombre que estaba pidiendo de tomar.","Ahí lo entregó, ahí le dio un camino de luz, un camino que lo vio, le dio muchos caminos de arrepentimiento.",U1ni1 ku1mi4 ji1ndi1ki4 ni1-xi14ko(3)=2 tan3 ni14-ko3chun(3)=2 tan3 ni1-xi14ko(3)=2 tambora tan3 ni1-ki'3in(3)=2 xu'14un4 tan3 ni1-ki'3in(3)=2 ta13xi3 kwa'4a4=ra3.
273,2009-11-26-d,2009-11-26-d_000047,Constantino Teodoro Bautista,"ba143 ta4xi3=ra2 ko'3o(3)=a2, ni1-ku3-na'3a4 ba3 nde4e4=na2, ja143 ka4chi2=ra1 ji'4in(4)=a2 ndi4","ba143 ta4xi3=ra2 ko'3o(3)=a2, ni1-ku3-na'3a4 ba3 nde4e4=na2, ja143 ka4chi2=ra1 ji'4in(4)=a2 ndi4","No le daba cervezas a ese hombre, después de un rato le dijo,","pero para mí no signifcaba nada, si lo haces tú verás que te van a matar. No, esa gente no me hará nada.","ka4chi2=un4 ndi4 na4 ki3xi(3)=2 nda3-ndi3ko4=2 be'3e(3)=on4 a1chi1 ndi4 yo'4o1 ku4ni2 ku3u2 ku4u(4)=un4, ni1-ka'1an(1)=on4 ji'4in(4)=2 tan3 ni1-ki3xa2a2=yu1 tan3 bi3tin3 ndi4 ku4ni2 ka3xi(4)=un4 yu'1u1""."
274,2009-11-26-d,2009-11-26-d_000048,Constantino Teodoro Bautista,"nda3-ka'3an4 ba(3)=on4 a1chi1 sa3kan4 ku4ni2=o4 ko'3o(3)=e4 na4 mi3i(4)=o4 xi4ka(3)=e4, xi'4i(4)=o4 tan3 yo'4o1 ndi4 o4ra2 xi'4i(4)=un4 ndi4 ba143 xa4xa(1)=e1 xi'4i(4)=un4 nu14u3 na1 *amigu**=un4","nda3-ka'3an4 ba(3)=on4 a1chi1 sa3kan4 ku4ni2=o4 ko'3o(3)=e4 na4 mi3i(4)=o4 xi4ka(3)=e4, xi'4i(4)=o4 tan3 yo'4o1 ndi4 o4ra2 xi'4i(4)=un4 ndi4 ba143 xa4xa(1)=e1 xi'4i(4)=un4 nu14u3 na1 amigu=un4","""Acuérdate que cuando uno anda tomando uno quiere que le inviten pero tú cuando tomas no invitas a tus amigos"".","Le dio muchas cosas, pues. No quiso quemar sino que le dio mucho dinero y se fue.","A1be3, na1 kan4 ku4u4 na1 ni1-xi1yo3 tiem4pu2 xi1yo3=na2 tan42 xi4kwa'4a4=na2 bi3tin3 ba3 na1 kan4 ku4u4 na1 ni1-ji3ni2 ñu'3u2 tan3"
275,2009-11-26-d,2009-11-26-d_000049,Constantino Teodoro Bautista,tan3 bi3tin3 ndi4 ya1 ka1a3 ndi4 sa3kan4 tu(3)=a2 ka1a3 ba3 ndi4 na14ni(2)=a2 ko'3o3 ba'1a3 bi4=2 ndi4 ta1 xi'4i4 ku4u4 yu'1u1,tan3 bi3tin3 ndi4 ya1 ka1a3 ndi4 sa3kan4 tu(3)=a2 ka1a3 ba3 ndi4 na14ni(2)=a2 ko'3o3 ba'1a3 bi4=2 ndi4 ta1 xi'4i4 ku4u4 yu'1u1,"""Y ahora que estoy tomando igual no te puedo invitar, no me alcanza, sólo tengo para mí"",","si se enferman mucho más me dan cinco mil pesos, eso ya está bien, eso no se debe hacer de esa manera.","""Na4tu2 ku14ni2=un4 ndi4 a14sa(3)=on4 sa3kan4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on4 a3sa(3)=on"
276,2009-11-26-d,2009-11-26-d_000050,Constantino Teodoro Bautista,ka4chi2 ta1 xi'4in4 ña'1a3=e2 kan4 ji'4in4=ra3,ka4chi2 ta1 xi'4in4 ña'1a3=e2 kan4 ji'4in4=ra3,así le dijo el hombre de la casa al hombre.,"También acerca de la planta llamada <i>yo1ko1 la3tun4</i>, o <i>yo1ko1 na4ma4</i>, o <i>yo1ko1 ndi4xi3</i>, o <i>yo1ko1 oro</i>.","I3kan4 ja143 ka4chi2=ra1 ji'4in(4)=2 ndi4 ja1 ba'1a3 i4yo2 ba(3)=e3, i3kan4 ka4chi2=yu1 so'3o3 ji'4in4=na2 ndi4 na4 ku'1un1=ndo4 i4xi4ko3=ndo4 nu1ni4 tan3 sa3kan4 ndi4 ka'1an(1)=e1 ji'4in4 ta1 ta4u3ni2 kan4."
277,2009-11-26-d,2009-11-26-d_000051,Constantino Teodoro Bautista,"tan3 sa3kan4 ka4a4=ra2 i4-ndu'3u4 ba3=ra2 ndi4 ba143 kwa'1an1 ta1 nda'4bi2 ndi4 ta1 i4-ndu'3u4 ku4u4 ba3=ra3,","tan3 sa3kan4 ka4a4=ra2 i4-ndu'3u4 ba3=ra2 ndi4 ba143 kwa'1an1 ta1 nda'4bi2 ndi4 ta1 i4-ndu'3u4 ku4u4 ba3=ra3,","Y el pobre hombre a pesar de lo que le dijeron no se fue, seguía ahí sentado.","Dentro de la casa y dentro del patio se fue, pues. Estamos dentro de la casa, pues, y dentro del patio nos fuimos a salir, así dice ese pájaro.","A1su3 ya1 ba'1a3 ba42 nda4kwa3tu(3)=2 ji4ni2 ba3 yu'1u1 ran4, tan42 ku4u4 na1 kwa'1an1 yu3ku4 kan4 mi4i4 kwa'1an(1)=e1 kan4 mi4i4 kwa'1an(1)=e1 kan4 mi4i4 kwa'1an(1)=e1 kan4 mi4i4 kwa'1an(1)=e1 kan4 mi4i4 kwa'1an(1)=e1 kan4 mi4i4 kwa'1an(1)=e1 kan"
278,2009-11-26-d,2009-11-26-d_000052,Constantino Teodoro Bautista,"xi4kan1=ra(1)=e1 ko'3o3=ra3, sa3kan4 ku4u4, ni1-ku3-na'3a4 ba3 nde4e4=na2, ja143 ka4chi2=ra1 ji'4in(4)=a2 ndi4","xi4kan1=ra(1)=e1 ko'3o3=ra3, sa3kan4 ku4u4, ni1-ku3-na'3a4 ba3 nde4e4=na2, ja143 ka4chi2=ra1 ji'4in(4)=a2 ndi4","Seguía pidiendo de tomar, pasó un buen rato y el hombre de la casa le dijo nuevamente al hombre que pedía de tomar,","ánimas que han muerto, ánimas que han muerto, ánimas que han muerto, ánimas que han muerto, ánimas que han muerto,",tan42 mi3i(4)=un4 ni1-ki3xa2a2=on4 ni1-ka'1an(1)=on4 ji'4in4 na1 yu4bi24 tan3 ni1-ka'1an(1)=on4 ji'4in4 na1 yu4bi24 tan3 ni1-ka'1an(1)=on4 ji'4in4 na1 yu4bi24 tan3 ni1-ka'1an(1)=on4 tan3 ni1-ka'1an(1)=on4 ji'4in4 na1 yu4bi24 tan3 sa3kan4 ka3
279,2009-11-26-d,2009-11-26-d_000053,Constantino Teodoro Bautista,"yo'4o1 ndi4, nda3-ka'3an(4)=on4, nda3-ka'3an(4)=on4 chi3ñu3 i4xa3 mi3i(4)=un4 na4 xi4ka(3)=on4 xi'4i(4)=un4 ndi4 ba143 xa4xa(1)=e1 xi'4i4 yo'4o1 ni3 ba14...","yo'4o1 ndi4, nda3-ka'3an(4)=on4, nda3-ka'3an(4)=on4 chi3ñu3 i4xa3 mi3i(4)=un4 na4 xi4ka(3)=on4 xi'4i(4)=un4 ndi4 ba143 xa4xa(1)=e1 xi'4i4 yo'4o1 ni3","""Recuerda lo que haces cuando andas tomando, no invitas a nadie, no regalas ni","tú eres doctor, eres médico, en esta gran hora es el santo que cura a los animales, que cura a los enfermos, que enfría las manos, los pies,","ya1 kan4 ndi4 ya1 ja1 ba1xi3 ku4u4 ba(3)=e2 kan4, ya1 kan4 ndi4 yo'4o4 ko3to3 kwe4nda2=e4 yo'4o4 na4 kwa'1an(1)=e4 tan3"
280,2009-11-26-d,2009-11-26-d_000054,Constantino Teodoro Bautista,ko'3o3 na1 *amigu** ji'4in4 yo'4o1 ndi4 i3nda14=e2 xi'4i4 mi3i4 ba3 yo'4o1 tan3 ja1 ba'1a3 sa3kan4 ba3,ko'3o3 na1 amigu ji'4in4 yo'4o1 ndi4 i3nda14=e2 xi'4i4 mi3i4 ba3 yo'4o1 tan3 ja1 ba'1a3 sa3kan4 ba3,"nada a tus amigos, sólo pides para tí y ya"".","""Ahora vete por el amuleto que hice, vete por el amuleto que llevas"".","""ka'1an1=ndo4 ku1mi4 chi4chi3 ka'1an1=ndo4 ta1chi4 ka'1an1=ndo4 ku1mi4 chi4chi3 ka'1an1=ndo4 ta1chi4 ka'1an1=ndo4 ku1mi4 chi4chi3 ka'1an1=ndo4""."
281,2009-11-26-d,2009-11-26-d_000055,Constantino Teodoro Bautista,"yo'4o1 ndi4, yo'4o1 ndi4 tan42 ka4a4 ndu3xi4 tie4tan24 ba3 ka4a4 yo'4o1 ndi4","yo'4o1 ndi4, yo'4o1 ndi4 tan42 ka4a4 ndu3xi4 tie4tan24 ba3 ka4a4 yo'4o1 ndi4","""Tú te pareces a la gallina que","Sí, mi hermana Chica le pidió a mi esposa que le sacara la enfermedad porque yo no la he ido a curar porque","Ya1 kan4 ndi4 ya1 yo'4o4 ba42 nda4-kwi3in3 nda'3a(4)=e4 ran4, ya1 yo'4o4 ba42 nda4-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi3in3 nda3-kwi"
282,2009-11-26-d,2009-11-26-d_000056,Constantino Teodoro Bautista,"ndu3xi4 tie4tan24 ndi4 i4yo2 ta'3an2 se'1e3=ri4 tan3 ndi4 ko14o3 ndo3so4=ri4 chi3chin4 bi4=a3,","ndu3xi4 tie4tan24 ndi4 i4yo2 ta'3an2 se'1e3=ri4 tan3 ndi4 ko14o3 ndo3so4=ri4 chi3chin4 bi4=a3,","tiene a sus pollitos, tiene a sus pollitos pero no tiene pecho para darles"".","porque ellos son mis familiares, pues, no hablan bien, si me dicen algo bueno yo me voy a ir y no me ha de enfermar.",Tan3 na4tu2 ni1-ji3ni3 so'1o3=na(2)=e2 tan3 ku4ni2=na1 ku3ni3 so'1o3=na(2)=e2 tan3 nda3ka1tu'4un4=na(2)=e2 ndi4 i3kan4 ba1xi3 ndi'3i3 ba(3)=e3.
283,2009-11-26-d,2009-11-26-d_000057,Constantino Teodoro Bautista,"na1 yu4bi24 ba3 nda4tu3, nda4tu3 ti4 kan4 ta3xi3=na2 yu3xan4 ka3xi4, ka3xi4 se'1e3=ri4 sa3kan4 ndi4","na1 yu4bi24 ba3 nda4tu3, nda4tu3 ti4 kan4 ta3xi3=na2 yu3xan4 ka3xi4, ka3xi4 se'1e3=ri4 sa3kan4 ndi4","""La gallina espera que la gente le dé de comer masa a sus pollitos para que","Cuando fui a visitarlo para que se enfermara me preguntó, ""¿Por qué no vino Lalo a rezar contigo, no conoce este camino, no conoce el camino?"".",Tan42 i3in3 tan42 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e1 i3in3 be'3e3 kwe'1e
284,2009-11-26-d,2009-11-26-d_000058,Constantino Teodoro Bautista,"i3kan4 ka3xi4 tu3 mi3i4 ba3 ti4 kan4 ji'4in(4)=a2, sa3kan4 ka4a4 yo'4o1 ka4chi2=ra1 ji'4in(4)=a2 nda'4bi2","i3kan4 ka3xi4 tu3 mi3i4 ba3 ti4 kan4 ji'4in(4)=a2, sa3kan4 ka4a4 yo'4o1 ka4chi2=ra1 ji'4in(4)=a2 nda'4bi2","también de ahí coma un poquito, así eres tú"", le dijo al pobre hombre.","y él estaba tumbando el monte tumbando el monte, así que me fui a trabajar de regreso y estaba muy enojado porque no podía comer.","Ta1 ta4u3ni2 kan4 ku4u4 ta1 jo13nde3e3 ji'4in4 ta1 Tinu, u1bi1 ta'4an2 kan4 ku4u4 ta1 ni1-xi14ko3=na2 cuenta ji'4in(4)=2, tan3 ya1 kan4 ba42 ni1-ndo1o3 xi1i4=2 ji'4in(4)=2."
285,2009-11-26-d,2009-11-26-d_000059,Constantino Teodoro Bautista,"i3kan4, nde4e4=na2, ndi4 ba'1a3 ba3 tu3 a1chi1 ko14o3 ya1 nde3e4 bi4 ndi4","i3kan4, nde4e4=na2, ndi4 ba'1a3 ba3 tu3 a1chi1 ko14o3 ya1 nde3e4 bi4 ndi4","Así siguieron y el pobre hombre dijo, ""Todo está bien, no hay ningún problema,","Si es que el <i>ma1xi1kwi4lu3</i> se va a morir primero se va a morir uno de los que quedan vivos, esos espíritus son de mal agüero.","San Jerónimo padre señor San Antoniu muerto, San Antoniu fuego, San Antoniu Bautista, San Antoniu muerto, San Antoniu roja,"
286,2009-11-26-d,2009-11-26-d_000060,Constantino Teodoro Bautista,"ta1 xi4kan1 ku4u(4)=2 tan3 ku14ni2=un4 ta3xi(3)=un4 i3nda14=e2 ko'3o(3)=2 ji'4in(4)=un4, ba'1a3 na4tu2 sa3kan4 ndi4","ta1 xi4kan1 ku4u(4)=2 tan3 ku14ni2=un4 ta3xi(3)=un4 i3nda14=e2 ko'3o(3)=2 ji'4in(4)=un4, ba'1a3 na4tu2 sa3kan4 ndi4","yo estoy pidiendo de buena manera una cerveza y no me quieres dar, está bien,","cuatro veces sobre la cama para que la persona enferma se curara, entonces la recolectan y llevan a la persona enferma porque le piden que se la lleven.","I3kan4 ja143 ka4chi2=ra1 ji'4in(4)=2 ndi4, ""Híjole amigu ndi4 xa1tu1=ni42 yu'3u(4)=un4 nda4a2 ba42 ni1-ke3-ba'1a(3)=on4 cuenta kan4"", ka4chi2=yu1 so'3o3 ji'4in4=ra3, ""Sa3ta4=2=ya1"", ka4chi2=yu1 so'3o3 ji'4in4=ra3."
287,2009-11-26-d,2009-11-26-d_000061,Constantino Teodoro Bautista,"ko14o(3)=a2 nde3e4 ku4u4 bi4=a2 ka4chi(2)=a2 nda'4bi2 ji'4in4=ra3,","ko14o(3)=a2 nde3e4 ku4u4 bi4=a2 ka4chi(2)=a2 nda'4bi2 ji'4in4=ra3,","no hay ningún problema"", dijo el pobre hombre.","para que se pelee, por ejemplo si se produce un incendio, se puede aplastar la parte afectada y se deshace,","I3kan4 ja143 ndi13-ki'3in3=ra2 ti4 kan4 kwa'1an1=ra1 ja143 ni1-ya'1a3=ra2 kwa'1an1=ra1, ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1 ja143 kwa'1an1=ra1."
288,2009-11-26-d,2009-11-26-d_000062,Constantino Teodoro Bautista,"tan3 ndi4 ku3ni(3)=un4 ndi4, tan42 ka4a4 ndu3xi4 tie4tan24 ka4a(4)=on4 ndi4, i4yo2 se'1e(3)=on4 tan3 ko14o3 ndo3so(4)=on4, ka4chi2=ra1 ji'4in(4)=a2 chi1","tan3 ndi4 ku3ni(3)=un4 ndi4, tan42 ka4a4 ndu3xi4 tie4tan24 ka4a(4)=on4 ndi4, i4yo2 se'1e(3)=on4 tan3 ko14o3 ndo3so(4)=on4, ka4chi2=ra1 ji'4in(4)=a2 chi1","""Pero debes saber que te pareces a una gallina que tiene hijos pero no tiene pechos"", le dijo el hombre.","mi hijo, mi suegro, mi abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo, su abuelo.","na1 xi'4i4 ku4u4 na1 kan4 tan3 ni1-ndi'3i3 ni1-ndi'3i3 ni1-xi'3i3=na2 cerveza kan4 tan3 ja143 ka4chi2 tu3ku3 ba3 ta1 nda'4bi2 kum3pa4ri2=ra1 ji'4in4=ra2 ndi4, ya1kan3,"
289,2009-11-26-d,2009-11-26-d_000063,Constantino Teodoro Bautista,"ya1 kan4 ndi4, ya1 ku4ni2 ka3xi4 ku4u4 mi3i4 ba(3)=e2 kan4 na4tu2 ndu3xi4 ba42 sa3kan4 i4yo(2)=a2 be'3e3 na1 ko4ndo3 is1to'3o(2)=a2 ndi4","ya1 kan4 ndi4, ya1 ku4ni2 ka3xi4 ku4u4 mi3i4 ba(3)=e2 kan4 na4tu2 ndu3xi4 ba42 sa3kan4 i4yo(2)=a2 be'3e3 na1 ko4ndo3 is1to'3o(2)=a2 ndi4","La gallina también quiere comer al igual que sus pollitos en casa de los dueños,","Entonces comenzarán las peleas, me van a perseguir, me van a perseguir, me van a perseguir al monte y me van a matar.",Ka'4an2=na1 ji'4in(4)=a2 ku4u(4)=a2 ya1 ba'14a4 kan4 ndi4 na4 ku'1un(1)=o4 sa3kan4 ndi4 sa14-ka'1an1=na1 ji'4in(4)=a2 nda'3a(4)=e4.
